real_interest_rate,lending_interest_rate(%)_lag1,inflation_rate(%)_lag1,exchange_rate_change_lag1,export_import_ratio,gross_capital_formation_growth(%)_lag1,fdi_net_flows(US$)_lag1,state_revenues_percentage(%)_lag1,gdp_growth_lag2(%),gdp_growth_lag1(%),gdp_growth(%)
2.8704956813206994,15.9791666666667,2.6467895718712726,-0.05784302149074159,1.2112332800860413,-17.6564840338398,22.315395102553772,2.999558779647133,5.69257130383384,5.50095178520348,6.34502222667214
7.45510578700665,13.8616666666667,2.0023662127672153,-0.002001787522781598,1.1591817582815005,-137.635083922357,22.658906290015512,3.017115042174166,5.50095178520348,6.34502222667214,6.01370360009123
3.3716670060850014,13.5983333333333,2.4182918704727885,0.05924913235427234,1.0366975434287893,-17.9395926934929,22.955262534584836,3.034368392703832,6.34502222667214,6.01370360009123,4.62887118256153
10.11192021541256,14.4983333333333,1.683879693624095,0.06881886866766682,1.1314156205279637,67.3893722391638,22.30787180886894,2.779331817788568,6.01370360009123,4.62887118256153,6.22385418062366
8.11746027650785,13.2516666666667,1.8138807120381197,-0.13361521120667044,1.084669557532833,-6.0630929781757,23.45059626823356,2.779331817788568,4.62887118256153,6.22385418062366,6.16978420771008
7.04728484220748,12.4033333333333,1.849406877834452,-0.03583636245314447,1.1037491409250435,7.8704586374094,23.746853434866374,2.779331817788568,6.22385418062366,6.16978420771008,6.03005065305615
7.5154857308057,11.795,1.6638340990156426,0.06790003155153693,0.9842271278722937,10.9812348559631,23.777303744783577,2.779331817788568,6.16978420771008,6.03005065305615,5.5572636889101
5.24500542099609,11.6575,2.003167032991895,0.10839075087043618,0.9680251505229689,2.84675099016738,23.870935300760305,2.779331817788568,6.03005065305615,5.5572636889101,5.006668425755
6.21007117603441,12.605,2.0007944712301136,0.1259336996422217,0.9693536274866081,5.65795232400761,23.946959320658134,2.779331817788568,5.5572636889101,5.006668425755,4.87632230022123
6.29937938803354,12.6625,1.9964838390708946,0.12085361721658776,1.0184198771167967,3.00234647066264,23.707893076120502,2.779331817788568,5.006668425755,4.87632230022123,5.03306918280177
8.36252880517879,11.8883333333333,1.5097953576252443,-0.006074400647864162,1.0412738132136607,4.98580582999408,22.236570253596874,2.779331817788568,4.87632230022123,5.03306918280177,5.06978590134916
7.264534756413811,11.0733333333333,1.5704472768102082,0.0054334608783019114,1.0520962438305614,5.69016067744666,23.74419356413024,2.779331817788568,5.03306918280177,5.06978590134916,5.17429153955024
7.338319107416741,10.5366666666667,1.4346910095983594,0.06201653355628414,0.951574975140734,8.52394066301368,23.662947520447574,2.779331817788568,5.06978590134916,5.17429153955024,5.01928768046282
7.335248723916691,10.3658333333333,1.3939114298091404,-0.006289866714225023,0.9766381536468355,2.35984713910671,23.94188369850533,2.779331817788568,5.17429153955024,5.01928768046282,-2.06551182934165
7.624331393958739,9.54416666666667,1.071527201232703,0.03025180225446909,1.1080596125989266,-6.89722578137714,23.67687723888813,2.779331817788568,5.01928768046282,-2.06551182934165,3.70288562827751
7.36242117016666,8.9225,0.9400380509210278,-0.01897296590161396,1.1398937968734193,4.07467247380472,23.77788382509874,2.779331817788568,-2.06551182934165,3.70288562827751,5.30719722664799
4.31053536285216,8.52,1.650477093699992,0.03716115051497379,1.168933974455858,4.02541488118247,23.93015125153995,2.779331817788568,3.70288562827751,5.30719722664799,5.04902331835997
